rank,team,shots_for,goals_for,xg_for,attacking_over_under,shots_against,goals_against,xg_against,defensive_over_under,net_xg,net_goals
154,Gambia,34,2,3.0950146568446812,-1.0950146568446812,43,6,5.775105487536114,-0.22489451246388636,-2.6800908306914324,-4
155,RC Deportivo La Coruña,596,52,53.09576545658326,-1.0957654565832584,664,99,87.67908030116952,-11.32091969883048,-34.58331484458626,-47
156,Tenerife,17,1,2.116284253181039,-1.116284253181039,37,8,5.92288485472758,-2.07711514527242,-3.806600601546541,-7
157,NorthEast United,277,24,25.163771747264605,-1.1637717472646045,324,40,37.400882940511316,-2.599117059488684,-12.237111193246712,-16
158,Girona,44,3,4.166904834191888,-1.1669048341918877,67,11,8.873738340080413,-2.126261659919587,-4.706833505888525,-8
159,Spain,357,38,39.182749003092155,-1.1827490030921552,165,15,15.672543090359838,0.672543090359838,23.510205912732317,23
160,Australia,58,3,4.190247766012235,-1.1902477660122353,90,9,9.486803311517894,0.48680331151789424,-5.296555545505659,-6
161,Osasuna,139,10,11.203443283159645,-1.203443283159645,335,57,48.21902050230199,-8.780979497698013,-37.015577219142344,-47
162,Czech Republic,99,8,9.217108928946148,-1.217108928946148,94,7,9.126343179856034,2.1263431798560344,0.0907657490901137,1
163,Eintracht Frankfurt,40,2,3.2236247484333003,-1.2236247484333003,49,12,7.146835764499625,-4.853164235500375,-3.9232110160663245,-10
164,Tottenham Hotspur,687,65,66.30844686150172,-1.3084468615017215,462,35,38.19328585995946,3.1932858599594596,28.115161001542262,30
165,Guinea-Bissau,34,1,2.3666597255268553,-1.3666597255268553,29,6,4.801853123164949,-1.1981468768350512,-2.4351933976380935,-5
166,Egypt,99,6,7.3783436765956045,-1.3783436765956045,77,11,6.083396288651744,-4.916603711348256,1.2949473879438607,-5
167,Fulham,24,0,1.38774749068414,-1.38774749068414,34,1,3.329805487528105,2.329805487528105,-1.9420579968439649,-1
168,Slovenia,37,2,3.3929159166406553,-1.3929159166406553,62,2,4.988764080976176,2.9887640809761757,-1.5958481643355205,0
169,Iceland,34,1,2.398485058977914,-1.398485058977914,57,5,3.595413256238348,-1.404586743761652,-1.196928197260434,-4
170,Serbia,93,8,9.43529081057633,-1.4352908105763298,121,14,13.292958303396807,-0.7070416966031932,-3.857667492820477,-6
171,Czechoslovakia,32,1,2.4739810677977747,-1.4739810677977747,29,4,3.7305990597611203,-0.2694009402388797,-1.2566179919633456,-3
172,Algeria,47,3,4.477018942284781,-1.477018942284781,29,2,3.172140891701294,1.1721408917012939,1.3048780505834872,1
173,Elche,23,0,1.5422025699748065,-1.5422025699748065,54,11,8.316930250206825,-2.683069749793175,-6.774727680232019,-11
174,Chile,22,0,1.5503551126489827,-1.5503551126489827,38,1,4.470066136469128,3.4700661364691276,-2.919711023820145,-1
175,Iran,54,3,4.585124871636824,-1.5851248716368236,81,9,8.733448000693494,-0.26655199930650575,-4.148323129056671,-6
176,River Plate,33,1,2.6334956873053197,-1.6334956873053197,23,5,3.4175572299991233,-1.5824427700008767,-0.7840615426938036,-4
177,Deportivo Alavés,66,6,7.702997870923808,-1.7029978709238076,210,30,27.78203398704016,-2.2179660129598417,-20.07903611611635,-24
178,Lazio,509,43,44.72854164862754,-1.728541648627541,424,46,42.284573495435936,-3.715426504564064,2.443968153191605,-3
179,Burkina Faso,43,1,2.7316958974966874,-1.7316958974966874,44,5,5.121708822088995,0.12170882208899503,-2.3900129245923076,-4
180,Poland,138,10,11.78585663457811,-1.78585663457811,183,18,17.162616781392657,-0.8373832186073429,-5.376760146814547,-8
181,Marseille,136,10,11.835373062357437,-1.8353730623574371,156,10,14.704873927132414,4.7048739271324145,-2.8695008647749773,0
182,Guinea,42,3,4.92409570514115,-1.9240957051411502,48,5,3.3559468733408084,-1.6440531266591916,1.5681488318003418,-2
183,Hamburger SV,18,0,1.9854928231125157,-1.9854928231125157,23,0,2.001515589661499,2.001515589661499,-0.01602276654898338,0
184,Belgium,263,24,26.0131098922172,-2.0131098922172015,294,14,22.497863037455677,8.497863037455677,3.515246854761525,10
185,Stade de Reims,472,42,44.04645406095911,-2.046454060959107,498,59,59.9806290184633,0.9806290184632971,-15.93417495750419,-17
186,Lyon,589,65,67.05116878745659,-2.0511687874565894,410,41,44.65279153887771,3.6527915388777075,22.398377248578882,24
187,Ingolstadt,32,1,3.089206306556084,-2.089206306556084,19,4,4.308778302112939,0.30877830211293933,-1.2195719955568554,-3
188,Scotland,58,2,4.089842342798821,-2.0898423427988213,74,11,6.546347665484763,-4.453652334515237,-2.456505322685942,-9
189,Recreativo Huelva,43,2,4.148175301979372,-2.1481753019793723,76,11,9.279865701907083,-1.7201342980929173,-5.13169039992771,-9
190,Racing Santander,77,2,4.2396428842130485,-2.2396428842130485,201,27,24.869586933523085,-2.1304130664769154,-20.629944049310037,-25
191,United States,80,6,8.35570725770042,-2.35570725770042,60,6,5.719664584938,-0.2803354150619999,2.6360426727624198,0
192,Levante UD,601,44,46.37662436621191,-2.3766243662119066,818,116,105.46314663200903,-10.536853367990972,-59.08652226579712,-72
193,Celta Vigo,586,62,64.41489730224248,-2.41489730224248,690,89,79.67996609330585,-9.32003390669415,-15.26506879106337,-27
194,Ajax,76,5,7.473315193201855,-2.473315193201855,35,0,1.9782507569781693,1.9782507569781693,5.495064436223686,5
195,FC Köln,46,2,4.4957722894030265,-2.4957722894030265,64,8,7.012273959125795,-0.9877260408742048,-2.5165016697227687,-6
196,Namibia,34,1,3.520531964590021,-2.520531964590021,42,6,5.145690841039684,-0.8543091589603158,-1.6251588764496634,-5
197,Wales,61,3,5.545191764353355,-2.545191764353355,120,12,11.810671132170505,-0.1893288678294951,-6.26547936781715,-9
198,Goa,309,24,26.646951585737412,-2.646951585737412,216,32,22.9735871393606,-9.0264128606394,3.6733644463768123,-8
199,Swansea City,443,36,38.76017055948335,-2.760170559483349,524,45,51.04768859827824,6.047688598278242,-12.287518038794893,-9
200,Sweden,110,9,11.841789407328005,-2.8417894073280046,189,13,14.66299226402442,1.6629922640244192,-2.8212028566964147,-4
201,West Bromwich Albion,391,31,33.92604019629275,-2.926040196292753,551,40,46.1241238610941,6.124123861094098,-12.198083664801345,-9
202,Atalanta,464,34,37.19589368293638,-3.1958936829363793,467,41,42.692571400259375,1.692571400259375,-5.496677717322996,-7
203,Tunisia,94,6,9.307000002186163,-3.3070000021861627,115,9,12.598212427012117,3.5982124270121165,-3.2912124248259538,-3
204,Morocco,158,13,16.445382009367993,-3.445382009367993,136,10,13.360434712714266,3.360434712714266,3.084947296653727,3
205,Manchester United,476,45,48.51612135622905,-3.51612135622905,487,39,45.84814993310212,6.848149933102121,2.6679714231269287,6
206,Chennaiyin,225,15,18.658994541588854,-3.6589945415888536,327,31,30.683453015110494,-0.3165469848895057,-12.02445847352164,-16
207,Sunderland,448,41,44.74009567239697,-3.7400956723969685,576,54,57.44264056555913,3.442640565559131,-12.702544893162163,-13
208,Saint-Étienne,452,38,41.855088354760824,-3.8550883547608237,464,39,48.088600171126295,9.088600171126295,-6.233511816365471,-1
209,Torino,467,40,44.02963598662629,-4.029635986626289,445,45,38.17839020228414,-6.821609797715858,5.851245784342147,-5
210,Chelsea,562,54,58.098840186892126,-4.098840186892126,555,53,56.93150411986158,3.9315041198615788,1.167336067030547,1
211,Troyes,455,27,31.2125350065129,-4.212535006512901,643,71,68.11987535946328,-2.880124640536721,-36.90734035295038,-44
212,Inter Milan,549,49,53.233931143861376,-4.233931143861376,517,34,46.885970160096186,12.885970160096186,6.347960983765191,15
213,Congo DR,90,5,9.384681609443536,-4.384681609443536,54,3,3.918561259414685,0.9185612594146848,5.466120350028851,2
214,Crystal Palace,472,34,38.52829345015609,-4.528293450156092,566,43,50.07331045526335,7.0733104552633534,-11.545017005107262,-9
215,Real Valladolid,114,4,8.551160112403045,-4.5511601124030445,200,28,29.47262851186658,1.4726285118665814,-20.921468399463535,-24
216,AS Monaco,446,49,53.69721480222117,-4.697214802221168,508,52,51.53321011949815,-0.46678988050184955,2.164004682723018,-3
217,Nigeria,117,7,11.760559551853875,-4.760559551853875,108,5,6.996668687847118,1.9966686878471176,4.763890864006758,2
218,Canada,97,5,9.785105613210005,-4.785105613210005,103,14,14.15397977863107,0.15397977863107037,-4.368874165421065,-9
